,id_nuts,area,lat,lon
680,FR825,0.647,43.46588,6.2729
681,FR826,0.345,44.02356,5.14769
682,FR831,0.46,41.86044,8.95045
683,FR832,0.515,42.3815,9.20602
684,FRA10,0.098,16.2391,-61.56043
685,FRA20,0.079,14.62777,-61.04147
686,FRA30,6.903,3.91792,-53.2198
687,FRA40,0.178,-21.11764,55.54766
688,FRA50,0.028,-12.82163,45.13901
689,HR031,0.437,45.31102,14.62719
690,HR032,0.631,44.69518,15.42819
691,HR033,0.3,44.18764,15.73345
692,HR034,0.342,43.87803,16.06482
693,HR035,0.427,43.53227,16.74607
694,HR036,0.329,45.20567,13.87435
695,HR037,0.152,42.79912,17.8136
696,HR041,0.057,45.82339,16.02312
697,HR042,0.377,45.76052,16.05011
698,HR043,0.141,46.07859,15.9205
699,HR044,0.159,46.23156,16.32593
700,HR045,0.194,46.09469,16.83035
701,HR046,0.065,46.40304,16.53585
702,HR047,0.314,45.73842,16.98039
703,HR048,0.216,45.72254,17.62772
704,HR049,0.21,45.41865,17.55365
705,HR04A,0.222,45.20908,17.8111
706,HR04B,0.507,45.54724,18.49344
707,HR04C,0.243,45.17018,18.91323
708,HR04D,0.44,45.31074,15.48314
709,HR04E,0.507,45.34732,16.46797
710,ES411,0.886,40.577,-4.93268
711,ES412,1.576,42.33593,-3.61082
712,ES413,1.713,42.62373,-5.83776
713,ES414,0.845,42.38509,-4.57392
714,ES415,1.323,40.82715,-6.0618
715,ES416,0.756,41.17977,-4.05093
716,ES417,1.118,41.63242,-2.59266
717,ES418,0.849,41.62471,-4.85334
718,ES419,1.059,41.74088,-5.96218
719,ES421,1.538,38.82992,-1.98718
720,ES422,1.994,38.92023,-3.83895
721,ES423,1.862,39.89377,-2.19853
722,ES424,1.297,40.8113,-2.63273
723,ES425,1.682,39.78441,-4.16573
724,ES431,2.204,38.71043,-6.14584
725,ES432,2.117,39.71975,-6.18199
726,ES511,0.815,41.75194,1.97828
727,ES512,0.62,42.11663,2.66061
728,ES513,1.272,42.05767,1.06265
729,ES514,0.716,41.10933,0.81699
730,ES521,0.602,38.46572,-0.58288
731,ES522,0.677,40.24201,-0.13472
732,ES523,1.109,39.3354,-0.74945
733,ES531,0.051,38.97397,1.40274
734,ES532,0.385,39.6104,2.94393
735,ES533,0.041,39.96307,4.05766
736,ES611,0.912,37.1947,-2.34315
737,ES612,0.828,36.56649,-5.75104
738,ES613,1.434,37.98815,-4.79704
739,ES614,1.261,37.32065,-3.251
740,ES615,1.095,37.55928,-6.81999
741,ES616,1.377,38.02808,-3.42624
742,ES617,0.702,36.82331,-4.70124
743,ES618,1.402,37.4549,-5.66077
744,ES620,1.171,38.023,-1.48042
745,ES630,0.001,35.89822,-5.35843
746,ES640,0.001,35.29402,-2.94935
747,ES703,0.027,27.73823,-18.01102
748,ES704,0.121,28.41761,-14.0411
749,ES705,0.138,27.97145,-15.59166
750,ES706,0.027,28.11565,-17.22824
751,ES707,0.045,28.68681,-17.83941
752,ES708,0.068,29.04395,-13.63044
753,ES709,0.155,28.31119,-16.58339
754,FI193,3.285,62.50119,25.39549
755,FI194,2.5,62.7248,23.04569
756,FI195,1.187,63.09816,22.25082
757,FI196,1.296,61.60652,22.15666
758,FI197,2.347,61.68237,23.68159
759,FI1B1,1.574,60.40042,24.7929
760,FI1C1,1.484,60.65918,22.60303
761,FI1C2,0.934,60.94394,24.2685
762,FI1C3,1.023,61.24799,25.69248
763,FI1C4,0.882,60.84291,26.87487
764,FI1C5,1.105,61.20472,28.36182
765,FI1D1,3.18,61.87803,27.84172
766,FI1D2,3.765,63.12718,27.45461
767,FI1D3,3.541,62.89903,29.91912
768,FI1D4,4.584,64.49291,28.56196
769,FI1D5,0.971,63.59852,24.11603
770,FI1D6,6.888,64.93561,26.64998
771,FI1D7,20.753,67.67836,26.31319
772,FI200,0.145,60.2351,19.91679
773,FR101,0.004,48.85557,2.35605
774,FR102,0.771,48.63467,2.94651
775,FR103,0.236,48.80686,1.87771
776,FR104,0.204,48.51565,2.2449
777,FR105,0.019,48.84858,2.27112
778,FR106,0.036,48.91218,2.46421
779,FR107,0.029,48.77451,2.46218
780,FR108,0.167,49.07072,2.0742
781,FR211,0.621,49.63821,4.62367
782,FR212,0.731,48.30174,4.18081
783,FR213,1.019,48.95858,4.24566
784,FR214,0.757,48.12028,5.22388
785,FR221,0.859,49.5511,3.56274
786,FR222,0.714,49.396,2.41676
787,FR223,0.854,49.94985,2.29632
788,FR231,0.652,49.08543,0.97364
789,FR232,0.862,49.62895,1.02946
790,FR241,0.885,47.05779,2.51399
791,FR242,0.782,48.42316,1.34664
792,FR243,0.854,46.7604,1.58139
793,FR244,0.758,47.26341,0.69029
794,FR245,0.78,47.6152,1.41971
795,FR246,0.836,47.91308,2.30691
796,FR251,0.811,49.11007,-0.39234
797,FR252,0.686,49.11053,-1.36816
798,FR253,0.663,48.63583,0.09694
799,FR261,1.049,47.41852,4.7667
800,FR262,0.744,47.13443,3.51239
801,FR263,0.994,46.64316,4.5518
802,FR264,0.916,47.83753,3.54604
803,FR301,0.74,50.45612,3.17746
804,FR302,0.802,50.4925,2.29903
805,FR411,0.625,48.77938,6.17832
806,FR412,0.814,49.01122,5.39217
807,FR413,0.724,49.05453,6.6469
808,FR414,0.724,48.20105,6.41752
809,FR421,0.623,48.67542,7.54841
810,FR422,0.428,47.85012,7.26641
811,FR431,0.585,47.15906,6.37981
812,FR432,0.617,46.76155,5.69373
813,FR433,0.68,47.63864,6.08672
814,FR434,0.063,47.59921,6.93171
815,FR511,0.886,47.34376,-1.68597
816,FR512,0.883,47.39605,-0.53204
817,HU101,0.053,47.49752,19.09475
818,HU102,0.81,47.40605,19.33737
819,HU211,0.514,47.1073,18.54149
820,HU212,0.285,47.60597,18.28418
821,HU213,0.578,47.12945,17.62023
822,HU221,0.466,47.6343,17.30737
823,HU222,0.387,47.13096,16.71173
824,HU223,0.408,46.68115,16.9077
825,HU231,0.475,46.00366,18.21183
826,HU232,0.753,46.43694,17.61478
827,HU233,0.448,46.47641,18.54888
828,HU311,0.887,48.19493,20.93275
829,HU312,0.409,47.76372,20.17187
830,HU313,0.283,47.9734,19.48178
831,HU321,0.716,47.48005,21.44032
832,HU322,0.654,47.26801,20.41773
833,HU323,0.718,47.98149,22.05998
834,HU331,0.986,46.54208,19.39235
835,HU332,0.654,46.75474,21.03684
836,HU333,0.536,46.42976,20.27021
837,IE011,1.757,54.46562,-7.71534
838,ITC20,0.385,45.72379,7.39278
839,ITC31,0.099,43.96,7.8405
840,ITC32,0.185,44.2796,8.30594
841,ITC33,0.238,44.43336,9.11153
842,ITC34,0.072,44.24151,9.6909
843,ITC41,0.116,45.78325,8.77305
844,ITC42,0.139,45.91359,9.13327
845,ITC43,0.096,45.905,9.38687
846,ITC44,0.396,46.27514,10.00634
847,ITC46,0.291,45.79191,9.78672
848,ITC47,0.521,45.67524,10.31776
849,ITC48,0.387,45.10356,9.088
850,ITC49,0.084,45.257,9.5738
851,ITC4A,0.226,45.21488,10.03693
852,ITC4B,0.29,45.11728,10.80763
853,ITC4C,0.186,45.49247,9.15638
854,ITC4D,0.03,45.67007,9.26772
855,ITF11,0.575,42.13548,13.57719
856,ITF12,0.215,42.6413,13.76706
857,ITF13,0.127,42.31806,13.97455
858,ITF14,0.274,42.09522,14.38068
859,ITF21,0.169,41.63893,14.21188
860,ITF22,0.303,41.70546,14.74766
861,ITF31,0.287,41.20029,14.14721
862,ITF32,0.216,41.25942,14.73576
863,ITF33,0.107,40.83772,14.40866
864,ITF34,0.279,41.01501,15.05882
865,ITF35,0.548,40.47909,15.24195
866,ITF43,0.225,40.56129,17.15188
867,ITF44,0.177,40.60095,17.66596
868,ITF45,0.3,40.16449,18.15152
869,ITF46,0.718,41.54239,15.52717
870,ITF47,0.365,40.92269,16.76999
871,ITF48,0.179,41.18005,16.1755
872,ITF51,0.719,40.5259,15.88998
873,ITF52,0.379,40.46684,16.45348
874,ITF61,0.684,39.55914,16.32354
875,ITF62,0.172,39.1758,16.92862
876,ITF63,0.262,38.9086,16.48188
877,ITF64,0.148,38.61594,16.16583
878,ITF65,0.341,38.23383,16.03733
879,ITG11,0.238,37.84766,12.74643
880,ITG12,0.475,37.86902,13.59638
881,ITG13,0.331,38.00803,14.89852
882,ITG14,0.298,37.48278,13.49496
883,ITG15,0.204,37.33313,14.0761
884,ITG16,0.279,37.58417,14.43393
885,ITG17,0.362,37.49349,14.8373
886,ITG18,0.164,36.91529,14.67601
887,ITG19,0.219,37.04308,15.04824
888,ITG25,0.506,40.62268,8.70135
889,ITG26,0.432,40.26951,9.30054
890,ITG27,0.475,39.38884,9.16905
891,ITG28,0.28,39.99473,8.70353
892,ITG29,0.347,40.88053,9.30345
893,ITG2A,0.184,39.87654,9.53748
894,ITG2B,0.181,39.56527,8.72554
895,ITG2C,0.136,39.21943,8.58588
896,ITH10,0.914,46.69101,11.43315
897,ITH20,0.69,46.12904,11.1134
898,ITH31,0.351,45.45074,11.03867
899,ITH32,0.273,45.70671,11.48613
900,ITH33,0.427,46.30501,12.16765
901,ITH34,0.264,45.79241,12.21449
902,ITH35,0.222,45.60613,12.57274
903,ITH36,0.273,45.36992,11.79841
904,ITH37,0.21,45.04674,11.88121
905,ITH41,0.283,46.11985,12.70094
906,ITH42,0.565,46.24287,13.17821
907,ITH43,0.029,45.85827,13.50262
908,ITH44,0.026,45.6847,13.73272
909,ITH51,0.243,44.87487,9.63118
910,ITH52,0.454,44.65868,10.0228
911,ITH53,0.221,44.5889,10.52376
912,ITH54,0.335,44.52124,10.87102
913,ITH55,0.418,44.4163,11.34697
914,ITH56,0.328,44.78747,11.83873
915,ITH57,0.208,44.38878,12.00583
916,ITH58,0.273,44.04433,12.04409
917,ITH59,0.103,43.94808,12.45104
918,ITI11,0.116,44.21819,10.02215
919,ITI12,0.196,44.00304,10.42486
920,ITI13,0.098,43.97598,10.83889
921,ITI14,0.386,43.80824,11.28833
922,ITI15,0.041,43.94732,11.07319
923,ITI16,0.097,43.24811,10.53577
924,ITI17,0.278,43.50667,10.66053
925,ITI18,0.347,43.54668,11.8668
926,ITI19,0.491,43.18105,11.45753
927,ITI1A,0.461,42.76534,11.24801
928,ITI21,0.708,43.08628,12.52856
929,ITI22,0.211,42.66517,12.36397
930,ITI31,0.267,43.70846,12.68619
931,ITI32,0.176,43.511,13.12829
932,ITI33,0.343,43.20385,13.26467
933,ITI34,0.139,42.87315,13.5487
934,ITI35,0.078,43.08426,13.6114
935,ITI41,0.417,42.41337,11.98571
936,ITI42,0.264,42.43141,12.91559
937,ITI43,0.598,41.92297,12.5955
938,ITI44,0.296,41.40505,13.24045
939,ITI45,0.323,41.65359,13.52548
940,LI000,0.019,47.13629,9.55036
941,LT001,0.744,54.22162,24.1452
942,LT002,1.076,55.07769,23.92961
943,LT003,0.668,55.74035,21.52745
944,LT004,0.727,54.69902,23.17715
945,LT005,1.103,55.92517,24.81353
946,LT006,1.233,55.93552,23.29927
947,LT007,0.614,55.30742,22.52766
948,LT008,0.592,55.97429,22.16834
949,LT009,1.014,55.49377,25.71072
950,LT00A,1.347,54.8574,25.26231
951,LU000,0.335,49.78468,6.11437
952,LV003,2.118,56.92428,22.00362
953,LV005,2.094,56.3692,27.17459
954,LV006,0.029,56.98399,24.12143
955,LV007,1.765,57.05482,24.17401
956,LV008,2.232,57.28822,26.04217
957,LV009,1.365,56.45585,24.89493
958,ME000,1.469,42.81991,19.24608
959,MK001,0.41,41.57744,21.88736
960,MK002,0.374,41.85776,22.48054
961,MK003,0.328,41.41819,20.88142
962,MK004,0.341,41.41647,22.55828
963,MK005,0.571,41.18937,21.3891
964,MK006,0.286,41.83547,20.9035
965,MK007,0.217,42.16298,21.98627
966,MK008,0.182,41.97723,21.4591
967,MT001,0.02,35.88168,14.43154
968,MT002,0.005,36.04531,14.24673
969,NL111,0.101,53.0928,7.03497
970,NL112,0.039,53.32109,6.85807
971,NL113,0.209,53.2508,6.51804
972,NL121,0.129,53.2095,5.87617
973,NL122,0.15,52.94865,5.47865
974,NL123,0.169,52.9851,6.02122
975,NL131,0.129,52.95404,6.60315
976,NL132,0.112,52.77616,6.86244
977,NL133,0.084,52.77494,6.34585
978,NL211,0.224,52.60044,6.2329
979,NL212,0.049,52.34049,6.25876
980,NL213,0.186,52.31869,6.7217
981,NL221,0.268,52.23403,5.80434
982,NL224,0.088,51.85602,5.32185
983,NL225,0.226,52.04318,6.40763
984,NL226,0.11,51.89902,5.89053
985,IE012,0.841,53.28706,-7.50064
986,IE013,1.754,53.61836,-8.94235
987,IE021,0.09,53.37453,-6.28818
988,IE022,0.853,53.3457,-6.65875
989,IE023,1.05,52.73072,-8.66955
990,IE024,1.389,52.43572,-7.22743
991,IE025,1.623,51.97516,-9.17886
992,IS001,0.089,64.22736,-21.55302
993,IS002,19.493,64.99245,-18.48674
994,ITC11,0.831,45.13537,7.4761
995,ITC12,0.269,45.53707,8.23234
996,ITC13,0.072,45.58813,8.07193
997,ITC14,0.281,46.07651,8.36392
998,ITC15,0.133,45.56365,8.57092
999,ITC16,0.765,44.45512,7.57968
1000,ITC17,0.165,44.81856,8.21342
1001,ITC18,0.429,44.83245,8.67267
1002,PL428,1.034,53.51591,14.84622
1003,PL431,0.84,52.59776,15.24321
1004,PL432,1.005,51.8746,15.36797
1005,PL514,0.014,51.09645,17.00384
1006,PL515,0.696,51.09433,15.61135
1007,PL516,0.443,51.48835,16.1899
1008,PL517,0.528,50.57566,16.58613
1009,PL518,0.89,51.19961,17.04434
1010,PL523,0.486,50.58848,17.55146
1011,PL524,0.781,50.67975,18.13452
1012,PL613,0.405,53.11657,18.35437
1013,PL616,0.526,53.26818,19.10876
1014,PL617,0.472,52.88847,17.88603
1015,PL618,0.411,53.51089,18.04424
1016,PL619,0.51,52.67051,18.98374
1017,PL621,1.0,53.81403,19.73786
1018,PL622,1.429,53.84067,20.76514
1019,PL623,0.905,53.93752,22.04393
1020,PL633,0.084,54.42557,18.62751
1021,PL634,0.646,54.41602,18.38219
1022,PL636,0.72,54.32796,17.29928
1023,PL637,0.531,53.84274,17.63378
1024,PL638,0.501,53.87922,18.7804
1025,PT111,0.206,41.86959,-8.49786
1026,PT112,0.139,41.62259,-8.46077
1027,PT119,0.148,41.4998,-8.15482
1028,PT11A,0.222,41.08234,-8.48999
1029,PT11B,0.311,41.65846,-7.59985
1030,PT11C,0.199,41.2016,-8.15636
1031,PT11D,0.427,41.14271,-7.4432
1032,PT11E,0.636,41.57808,-6.804
1033,PT150,0.523,37.23148,-8.1462
1034,PT16B,0.251,39.30208,-9.12945
1035,PT16D,0.173,40.63017,-8.50927
1036,PT16E,0.468,40.21207,-8.34509
1037,PT16F,0.222,39.81098,-8.70623
1038,PT16G,0.346,40.70552,-7.9201
1039,PT16H,0.486,39.88896,-7.42573
1040,PT16I,0.358,39.61808,-8.27767
1041,PT16J,0.664,40.49857,-7.29565
1042,PT170,0.302,38.73205,-9.04542
1043,PT181,0.55,38.00202,-8.51309
1044,PT184,0.846,37.86105,-7.78161
1045,PT185,0.442,39.12781,-8.61145
1046,PT186,0.624,39.18776,-7.61488
1047,PT187,0.777,38.61472,-7.84583
1048,PT200,0.044,37.78939,-25.49907
1049,PT300,0.055,32.74621,-17.01493
1050,RO111,0.997,46.93738,22.20993
1051,RO112,0.644,47.22633,24.52199
1052,RO113,0.782,46.81175,23.55013
1053,RO114,0.754,47.67559,23.98495
1054,RO115,0.524,47.71148,22.91558
1055,RO116,0.423,47.19701,23.16971
1056,RO121,0.701,46.19241,23.46689
1057,RO122,0.599,45.76616,25.27667
1058,RO123,0.444,45.92896,25.9905
1059,RO124,0.776,46.54096,25.57141
1060,RO125,0.764,46.5943,24.71335
1061,RO126,0.647,45.86871,24.23279
1062,RO211,0.771,46.42095,26.75872
1063,RO212,0.574,47.847,26.76384
1064,RO213,0.652,47.20163,27.27546
1065,RO214,0.646,46.97023,26.398
1066,RO215,1.03,47.51768,25.7447
1067,RO216,0.631,46.50899,27.75317
1068,RO221,0.51,45.08934,27.70289
1069,RO222,0.82,45.28089,26.77332
1070,RO223,0.758,44.25821,28.22364
1071,RO224,0.483,45.79791,27.75437
1072,RO225,0.989,45.03097,28.83086
1073,RO226,0.486,45.81238,26.99945
1074,RO311,0.817,45.04041,24.87463
1075,RO312,0.484,44.2831,26.93536
1076,RO313,0.505,44.85854,25.51433
1077,RO314,0.388,44.12412,25.89888
1078,RO315,0.601,44.60944,27.22376
1079,RO316,0.494,45.1175,26.02791
1080,RO317,0.665,44.03218,25.18602
1081,RO321,0.013,44.40246,26.11471
1082,RO322,0.174,44.5354,26.1416
1083,RO411,0.881,44.14067,23.61006
1084,NL230,0.31,52.55366,5.48423
1085,NL310,0.23,52.10452,5.16958
1086,NL321,0.202,52.8028,5.00097
1087,NL322,0.034,52.63479,4.73557
1088,NL323,0.023,52.50141,4.67255
1089,NL324,0.018,52.38116,4.60592
1090,NL325,0.001,52.46136,4.74823
1091,NL326,0.115,52.40662,4.87523
1092,NL327,0.014,52.32712,5.14539
1093,NL332,0.04,52.07096,4.38132
1094,NL333,0.009,52.00762,4.24456
1095,NL337,0.05,52.21176,4.54578
1096,NL338,0.062,52.05943,4.72865
1097,NL339,0.241,51.82708,4.29602
1098,NL33A,0.056,51.84889,4.86426
1099,NL341,0.091,51.30024,3.76351
1100,NL342,0.041,51.48235,4.07507
1101,NL411,0.157,51.56385,4.54405
1102,NL412,0.122,51.61337,5.00879
1103,NL413,0.172,51.67365,5.57197
1104,NL414,0.197,51.40746,5.49802
1105,NL421,0.099,51.44672,6.00586
1106,NL422,0.1,51.19175,5.86568
1107,NL423,0.083,50.87844,5.878
1108,NO011,0.056,59.9743,10.60912
1109,NO012,0.848,60.0081,11.18019
1110,NO021,4.552,61.45384,11.40728
1111,NO022,4.142,61.38988,9.35678
1112,NO031,0.605,59.34954,11.34113
1113,NO032,2.479,60.27706,9.11911
1114,NO033,0.292,59.32396,10.11059
1115,NO034,2.315,59.52692,8.53671
1116,NO041,1.487,58.88443,7.96453
1117,NO042,1.068,58.49139,7.16528
1118,NO043,1.362,59.14809,6.22786
1119,NO051,2.236,60.35901,6.39793
1120,NO052,2.948,61.37753,6.6655
1121,NO053,2.311,62.54561,7.84252
1122,NO061,3.183,63.08544,10.49491
1123,NO062,3.937,64.28385,12.33524
1124,NO071,6.717,66.83081,14.86745
1125,NO072,4.687,69.19919,19.79224
1126,NO073,10.761,69.88238,25.66474
1127,PL113,0.014,51.73938,19.46562
1128,PL114,0.319,51.77837,19.5098
1129,PL115,0.754,51.33048,19.75965
1130,PL116,0.761,51.47863,18.7169
1131,PL117,0.58,52.06569,19.73018
1132,PL127,0.05,52.24109,21.04089
1133,PL128,0.729,51.44775,21.19956
1134,PL129,0.688,52.19236,21.39789
1135,PL12A,0.539,52.06763,20.65773
1136,PL12B,0.723,52.84276,20.45139
1137,PL12C,0.404,52.59999,19.76924
1138,PL12D,0.94,52.9661,21.50328
1139,PL12E,0.542,52.28933,22.29858
1140,PL213,0.016,50.05677,20.05736
1141,PL214,0.587,50.07485,20.09404
1142,PL217,0.299,50.01994,20.90843
1143,PL218,0.429,49.58272,20.80185
1144,PL219,0.348,49.5132,19.92296
1145,PL21A,0.23,50.06438,19.45874
1146,PL224,0.385,50.82367,19.16039
1147,PL225,0.299,49.70423,19.05135
1148,PL227,0.171,50.08923,18.43911
1149,PL228,0.149,50.55405,18.838
1150,PL229,0.082,50.34182,18.64522
1151,PL22A,0.04,50.26139,19.0056
1152,PL22B,0.236,50.46826,19.45935
1153,PL22C,0.123,50.07862,18.94395
1154,PL311,0.792,51.7874,23.12815
1155,PL312,1.215,50.76232,23.34965
1156,PL314,0.508,51.28279,22.62766
1157,PL315,0.722,51.32397,22.14571
1158,PL323,0.747,49.48301,22.08516
1159,PL324,0.558,50.03384,22.86111
1160,PL325,0.431,50.05183,21.93987
1161,PL326,0.634,50.36844,21.84245
1162,PL331,0.748,50.97201,20.7664
1163,PL332,0.801,50.61741,20.74676
1164,PL343,0.805,53.22197,23.29432
1165,PL344,1.102,52.85504,22.7362
1166,PL345,0.825,53.79332,22.89363
1167,PL411,0.925,53.09263,16.83805
1168,PL414,0.926,52.28875,18.12816
1169,PL415,0.018,52.43823,16.93245
1170,PL416,0.683,51.68728,17.81129
1171,PL417,0.818,52.11673,16.44707
1172,PL418,0.619,52.40988,16.91216
1173,PL424,0.028,53.45357,14.6152
1174,PL426,0.625,54.17375,16.20532
1175,PL427,1.443,53.41945,15.84416
1176,RO412,0.663,45.00866,23.31935
1177,RO413,0.522,44.57796,22.76946
1178,RO414,0.584,44.25027,24.42966
1179,RO415,0.643,45.09805,24.10929
1180,RO421,0.847,46.25623,21.73339
1181,RO422,0.952,45.14763,22.06397
1182,RO423,0.851,45.76021,22.92763
1183,RO424,0.993,45.73762,21.38744
1184,SE110,1.027,59.49016,18.12305
1185,SE121,1.36,60.04751,17.5702
1186,SE122,1.041,59.10193,16.65063
1187,SE123,1.847,58.35346,15.6682
1188,SE124,1.462,59.34576,14.98698
1189,SE125,0.928,59.78242,16.17622
1190,SE211,1.88,57.53235,14.39871
1191,SE212,1.303,56.78906,14.55881
1192,SE213,1.739,57.21065,16.15802
1193,SE214,0.4,57.46475,18.50659
1194,SI041,0.274,46.0471,14.52732
1195,SI042,0.236,46.31462,14.11709
1196,SI043,0.281,46.05993,13.78764
1197,SI044,0.106,45.62086,13.88491
1198,SK010,0.244,48.30345,17.18823
1199,SK021,0.485,48.35241,17.53121
1200,SK022,0.571,48.85073,18.17426
1201,SK023,0.782,48.1481,18.33295
1202,SK031,0.897,49.15367,19.17373
1203,SK032,1.066,48.49908,19.53085
1204,SK041,1.12,49.09646,21.22597
1205,SK042,0.793,48.67937,21.24319
1206,TR100,0.636,41.15143,28.81116
1207,TR211,0.661,41.09894,27.39119
1208,TR212,0.621,41.23145,26.5843
1209,TR213,0.716,41.66245,27.43651
1210,TR221,1.589,39.65876,27.84258
1211,TR222,0.992,40.04191,26.75339
1212,TR310,1.121,38.43945,27.27241
1213,TR321,0.858,37.75034,28.02354
1214,TR322,1.149,37.72121,29.24373
1215,TR323,1.189,37.02265,28.53216
1216,TR331,1.344,38.74633,28.10477
1217,TR332,1.604,38.61634,30.63825
1218,TR333,1.294,39.28681,29.55338
1219,TR334,0.562,38.55932,29.35362
1220,TR411,1.15,40.12095,29.00425
1221,TR412,1.459,39.62236,31.07056
1222,TR413,0.45,40.10887,30.0858
1223,TR421,0.368,40.85059,29.91518
1224,TR422,0.5,40.74678,30.50928
1225,TR423,0.296,40.88201,31.24247
1226,TR424,0.855,40.59266,31.60876
1227,TR425,0.068,40.56768,29.18193
1228,TR510,2.677,39.79785,32.59584
1229,TR521,4.197,38.03626,32.59402
1230,TR522,0.904,37.05649,33.2258
1231,TR611,2.049,36.82187,30.9196
1232,TR612,0.864,37.90775,30.95216
1233,TR613,0.707,37.42117,30.06631
1234,TR621,1.496,37.40302,35.58264
1235,TR622,1.547,36.69658,33.86238
1236,TR631,0.588,36.42835,36.25405
1237,TR632,1.454,37.88277,36.96958
1238,TR633,0.33,37.27105,36.24236
1239,TR711,0.478,39.85121,33.70409
1240,TR712,0.815,38.41584,33.84444
1241,TR713,0.755,37.91979,34.68441
1242,TR714,0.539,38.79851,34.69619
1243,TR715,0.661,39.30339,34.12679
1244,TR721,1.765,38.61311,35.84303
1245,TR722,2.974,39.56422,37.2942
1246,TR723,1.468,39.64608,35.23446
1247,TR811,0.346,41.25455,31.82361
1248,TR812,0.434,41.18453,32.62298
1249,TR813,0.211,41.5713,32.46757
1250,TR821,1.421,41.49137,33.65865
1251,TR822,0.803,40.68874,33.40415
1252,TR823,0.673,41.63947,34.88101
1253,TR831,0.963,41.23851,35.98131
1254,TR832,1.141,40.38888,36.58129
1255,TR833,1.392,40.56611,34.63919
1256,TR834,0.64,40.74168,35.70716
1257,TR901,0.534,40.80532,39.839
1258,TR902,0.585,40.80309,37.52247
1259,TR903,0.762,40.62629,38.57928
1260,TR904,0.451,40.94413,40.87015
1261,TR905,0.812,41.1144,41.82312
1262,TR906,0.674,40.33498,39.35669
1263,TRA11,2.638,40.04426,41.54357
1264,TRA12,1.218,39.66175,39.248
1265,TRA13,0.413,40.24401,40.17358
1266,TRA21,1.235,39.563,43.27362
1267,TRA22,1.05,40.43239,43.05517
1268,TRA23,0.357,39.89981,44.04146
1269,TRA24,0.572,41.11301,42.84433
1270,TRB11,1.227,38.52945,38.13601
1271,TRB12,0.931,38.66462,39.43215
1272,TRB13,0.804,39.06553,40.63236
1273,TRB14,0.824,39.19066,39.47255
1274,TRB21,2.128,38.46617,43.59653
1275,TRB22,0.904,38.98757,41.84823
1276,TRB23,0.912,38.49314,42.38972
1277,TRB24,0.689,37.46758,44.10325
1278,TRC11,0.712,37.08406,37.36731
1279,TRC12,0.759,37.81073,38.28787
1280,TRC13,0.118,36.788,37.08642
1281,TRC21,1.943,37.26301,39.08653
1282,TRC22,1.565,38.12973,40.35475
1283,TRC31,0.935,37.35087,40.80906
1284,TRC32,0.433,37.96468,41.37861
1285,TRC33,0.704,37.4605,42.53216
1286,TRC34,0.548,37.88899,42.12044
1287,UKC11,0.03,54.58135,-1.33376
1288,UKC12,0.014,54.54725,-1.09565
1289,UKC13,0.014,54.53957,-1.52331
1290,UKC14,0.319,54.70206,-1.80566
1291,SE221,0.485,56.29607,15.18233
1292,SE224,1.675,55.95256,13.59181
1293,SE231,0.731,56.98599,12.8064
1294,SE232,4.35,58.30924,12.8803
1295,SE311,3.605,59.79265,13.15398
1296,SE312,5.067,60.97095,14.38158
1297,SE313,2.98,61.43852,16.31786
1298,SE321,4.159,63.08951,17.21262
1299,SE322,9.649,63.2484,14.31519
1300,SE331,11.184,64.86694,17.84118
1301,SE332,21.565,66.94527,20.05667
1302,SI031,0.136,46.64776,16.22797
1303,SI032,0.274,46.48856,15.78627
1304,SI033,0.088,46.54994,15.09849
1305,SI034,0.312,46.28818,15.21012
1306,SI035,0.056,46.08577,14.94237
1307,SI036,0.112,45.97873,15.40714
1308,SI037,0.294,45.72815,15.01118
1309,SI038,0.129,45.69889,14.27991
1310,UKM31,0.087,56.02449,-4.53014
1311,UKM62,1.159,57.28545,-3.96234
1312,UKM63,1.772,56.73088,-5.49099
1313,UKM61,2.023,58.07114,-4.56404
1314,UKC21,0.714,55.23898,-2.03931
1315,UKC22,0.042,54.95888,-1.55692
1316,UKC23,0.009,54.89566,-1.42354
1317,UKD11,0.268,54.6118,-3.26206
1318,UKD12,0.662,54.602,-2.7131
1319,UKD33,0.013,53.4367,-2.24265
1320,UKD34,0.024,53.44966,-2.36221
1321,UKD35,0.027,53.43245,-2.09905
1322,UKD36,0.044,53.54043,-2.51418
1323,UKD37,0.059,53.58403,-2.17097
1324,UKD41,0.019,53.69467,-2.468
1325,UKD42,0.002,53.82616,-3.03865
1326,UKD44,0.126,54.05109,-2.74417
1327,UKD45,0.144,53.86847,-2.61264
1328,UKD46,0.071,53.79259,-2.24462
1329,UKD47,0.088,53.6259,-2.77721
1330,UKD61,0.024,53.38227,-2.5681
1331,UKD62,0.143,53.19329,-2.29858
1332,UKD63,0.143,53.19802,-2.7186
1333,UKD71,0.04,53.43486,-2.76292
1334,UKD72,0.008,53.41504,-2.91932
1335,UKD73,0.016,53.52861,-3.00967
1336,UKD74,0.009,53.33071,-3.07988
1337,UKE11,0.007,53.75541,-0.32843
1338,UKE12,0.344,53.87405,-0.46318
1339,UKE13,0.121,53.58567,-0.49511
1340,UKE21,0.016,53.94538,-1.02281
1341,UKE22,1.16,54.18266,-1.41394
1342,UKE31,0.195,53.50111,-1.31137
1343,UKE32,0.025,53.37376,-1.57505
