,id_nuts,area,lat,lon
1344,UKE41,0.031,53.83428,-1.83685
1345,UKE42,0.078,53.82459,-1.49774
1346,UKE44,0.111,53.67508,-1.85724
1347,UKE45,0.035,53.66737,-1.41601
1348,UKF11,0.005,52.89806,-1.46098
1349,UKF12,0.049,53.24042,-1.37661
1350,UKF13,0.314,53.11761,-1.66869
1351,UKF14,0.002,52.99176,-1.16462
1352,UKF15,0.205,53.20203,-1.00572
1353,UKF16,0.038,52.95584,-1.13701
1354,UKF21,0.004,52.6189,-1.13227
1355,UKF22,0.368,52.68563,-1.03071
1356,UKF24,0.183,52.22654,-1.01921
1357,UKF25,0.138,52.42381,-0.61066
1358,UKF30,0.793,53.11035,-0.27597
1359,UKG11,0.28,52.10243,-2.73848
1360,UKG12,0.225,52.24922,-2.1487
1361,UKG13,0.247,52.33138,-1.54813
1362,UKG21,0.016,52.76543,-2.46533
1363,UKG22,0.497,52.64584,-2.75835
1364,UKG23,0.007,52.9955,-2.16717
1365,UKG24,0.342,52.82091,-2.04411
1366,UKG31,0.029,52.49508,-1.8779
1367,UKG32,0.026,52.42988,-1.72959
1368,UKG33,0.006,52.42644,-1.54021
1369,UKG36,0.014,52.48297,-2.09202
1370,UKG37,0.007,52.52088,-2.00219
1371,UKG38,0.009,52.57869,-1.97802
1372,UKG39,0.003,52.57471,-2.07872
1373,UKH11,0.015,52.62685,-0.3138
1374,UKH12,0.451,52.35334,0.03472
1375,UKH14,0.483,52.23171,1.03704
1376,UKH15,0.087,52.67682,1.46682
1377,UKH16,0.253,52.76129,0.66485
1378,UKH17,0.292,52.56401,1.02241
1379,UKH21,0.003,51.89584,-0.41338
1380,UKH23,0.205,51.81942,-0.26433
1381,UKH24,0.045,52.20707,-0.47717
1382,UKH25,0.1,52.02106,-0.42944
1383,UKH31,0.004,51.54927,0.69424
1384,UKH32,0.021,51.51181,0.3591
1385,UKH34,0.147,51.92448,0.77588
1386,UKH35,0.136,51.84278,0.21219
1387,UKH36,0.115,51.70983,0.51804
1388,UKH37,0.034,51.58504,0.65995
1389,UKI31,0.004,51.5377,-0.14628
1390,UKI32,0.003,51.51057,-0.15855
1391,UKI33,0.004,51.49912,-0.21028
1392,UKI34,0.005,51.45192,-0.18167
1393,UKI41,0.008,51.5344,0.00079
1394,UKI42,0.002,51.50237,-0.02857
1395,UKI43,0.006,51.57489,-0.10583
1396,UKI44,0.006,51.46115,-0.04919
1397,UKI45,0.003,51.4503,-0.1119
1398,UKI51,0.015,51.46541,0.10457
1399,UKI52,0.021,51.5578,0.18406
1400,UKI53,0.012,51.59806,0.03569
1401,UKI54,0.009,51.64448,-0.08772
1402,UKI61,0.017,51.38214,0.03564
1403,UKI62,0.01,51.36293,-0.08715
1404,UKI63,0.018,51.37539,-0.22817
1405,UKI71,0.01,51.61494,-0.21288
1406,UKI72,0.005,51.55943,-0.26165
1407,UKI73,0.006,51.52204,-0.31814
1408,UKI74,0.022,51.55904,-0.4084
1409,UKI75,0.016,51.45806,-0.3348
1410,UKJ11,0.185,51.439,-1.07546
1411,UKJ12,0.035,52.07901,-0.71059
1412,UKJ13,0.2,51.7755,-0.80083
1413,UKJ14,0.355,51.79525,-1.33632
1414,UKJ21,0.009,50.84361,-0.1481
1415,UKJ22,0.184,50.95906,0.26947
1416,UKJ25,0.141,51.26138,-0.5713
1417,UKJ26,0.084,51.21991,-0.17283
1418,UKJ27,0.096,50.94154,-0.65507
1419,UKJ28,0.112,51.00037,-0.28242
1420,UKJ31,0.001,50.84761,-1.07532
1421,UKJ32,0.003,50.91718,-1.40736
1422,UKJ34,0.047,50.66875,-1.31824
1423,UKJ35,0.013,50.89453,-1.26679
1424,UKJ36,0.321,51.01366,-1.31683
1425,UKJ37,0.083,51.25883,-1.08766
1426,UKJ41,0.018,51.39938,0.54335
1427,UKJ43,0.025,51.3346,0.80912
1428,UKJ44,0.145,51.18671,1.14511
1429,UKJ45,0.119,51.16837,0.75999
1430,UKJ46,0.172,51.24844,0.3216
1431,UKK11,0.005,51.49585,-2.62192
1432,UKK12,0.138,51.45641,-2.52834
1433,UKK13,0.38,51.83428,-2.12183
1434,UKK14,0.029,51.58374,-1.72528
1435,UKK15,0.432,51.29278,-1.92175
1436,UKK21,0.011,50.74453,-1.90564
1437,UKK22,0.345,50.82882,-2.33543
1438,UKK23,0.49,51.12144,-2.98173
1439,UKK30,0.455,50.42857,-4.80501
1440,UKK41,0.003,50.3965,-4.18168
1441,UKK42,0.008,50.44328,-3.54829
1442,UKK43,0.868,50.74489,-3.81052
1443,UKL11,0.036,53.27197,-4.31764
1444,UKL12,0.346,52.90204,-4.02375
1445,UKL13,0.265,53.12376,-3.55795
1446,UKL14,0.794,51.98167,-4.32534
1447,UKL15,0.066,51.65218,-3.41537
1448,UKL16,0.061,51.67734,-3.16224
1449,UKL17,0.088,51.64337,-3.71
1450,UKL18,0.029,51.66314,-4.03724
1451,UKL21,0.144,51.74904,-2.90039
1452,UKL22,0.022,51.51145,-3.31722
1453,UKL23,0.115,53.08533,-3.06243
1454,UKL24,0.64,52.31137,-3.42571
1455,UKM21,0.255,56.74816,-2.92946
1456,UKM22,0.207,56.22109,-3.12805
1457,UKM23,0.044,55.90574,-2.93776
1458,UKM24,0.792,55.5703,-2.82756
1459,UKM25,0.031,55.91851,-3.29866
1460,UKM26,0.051,56.00273,-3.78581
1461,UKM27,1.167,56.46911,-3.97649
1462,UKM28,0.071,55.87597,-3.58219
1463,UKM32,0.95,55.05894,-3.98336
1464,UKM33,0.224,55.56909,-4.41464
1465,UKM34,0.02,55.85512,-4.22146
1466,UKM35,0.067,55.83891,-4.50548
1467,UKM36,0.058,55.90264,-3.98323
1468,UKM37,0.181,55.2954,-4.66417
1469,UKM38,0.239,55.63438,-3.83342
1470,UKM50,0.838,57.2079,-2.65752
1471,UKM64,0.314,58.12841,-6.68297
1472,UKM65,0.011,58.98893,-2.99495
1473,UKM66,0.207,60.26265,-1.37629
1474,UKN01,0.004,54.63365,-5.96056
1475,UKN02,0.07,54.53772,-5.98677
1476,UKN03,0.499,54.60121,-6.02416
1477,UKN04,0.427,54.95668,-6.89602
1478,UKN05,0.881,54.45096,-7.00975
1479,BE324,0.007,50.75563,2.91885
